Gene_acc,Gene_id,SMp1,SMp2,SMp3,SMp4,SMm1,SMm2,SMm3,SMm4,Desc
366,Tb927.1.4410,39624.0,33112.0,37285.0,34477.0,34323.0,44626.0,38165.0,38412.0,SUMO-interacting motif-containing protein
367,Tb927.1.4420,26247.0,34008.0,28570.0,28125.0,28851.0,27445.0,30584.0,30914.0,"ABC transporter, putative"
368,Tb927.1.4450,8708.5,15826.0,14528.0,9855.7,12349.0,13831.0,14346.0,15399.0,"calcium-activated potassium channel, putative"
369,Tb927.1.4480,52467.0,49661.0,43916.0,55235.0,43218.0,43226.0,50267.0,42455.0,"WD repeat and HMG-box DNA-binding protein, putative"
370,Tb927.1.4490,1044000.0,1132600.0,1014200.0,1116600.0,1113100.0,1194300.0,1178800.0,1105500.0,"acetyltransferase, putative"
371,Tb927.1.450,446370.0,513490.0,440420.0,438120.0,501100.0,437080.0,507740.0,471510.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
372,Tb927.1.4500,276040.0,303300.0,268970.0,273310.0,294270.0,290730.0,296590.0,285270.0,"SNARE associated Golgi protein, putative"
374,Tb927.1.4650,169430.0,219160.0,177810.0,213120.0,196310.0,199510.0,206360.0,184300.0,cyclin-like F-box protein 2
375,Tb927.1.4680,335340.0,381000.0,375180.0,323690.0,361050.0,380550.0,422730.0,364980.0,Kinetochore interacting protein 6
376,Tb927.1.4690,586420.0,623530.0,553450.0,614030.0,569410.0,583150.0,596500.0,650220.0,Protein arginine N-methyltransferase 1 catalytic subunit
377,Tb927.1.4720,853800.0,961260.0,865360.0,926840.0,900950.0,874720.0,991290.0,929550.0,"SET domain containing protein, putative"
378,Tb927.1.4740,470170.0,517020.0,429920.0,476590.0,441130.0,487340.0,495410.0,493060.0,"FAM91 N-terminus/FAM91 C-terminus, putative"
379,Tb927.1.4760,174500.0,210270.0,165530.0,189960.0,181680.0,181860.0,190360.0,195970.0,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative"
380,Tb927.1.4830,4689400.0,5398900.0,5062600.0,5177500.0,4745000.0,4666800.0,5760700.0,5153200.0,phospholipase A1
381,Tb927.1.4900,1752200.0,1973400.0,1679200.0,1871300.0,1691800.0,1828400.0,1875300.0,1841400.0,"expression site-associated gene 11 (ESAG11) protein, putative"
382,Tb927.1.5000,32722.0,44868.0,56274.0,50634.0,43413.0,32838.0,67863.0,54520.0,"hypothetical protein, conserved"
383,Tb927.1.5030,247070.0,322500.0,267020.0,264150.0,290060.0,307600.0,308840.0,316050.0,"leucine-rich repeat protein (LRRP), putative"
384,Tb927.1.5110,103920.0,104940.0,94457.0,113540.0,84087.0,106050.0,102160.0,98061.0,"expression site-associated gene 11 (ESAG11) protein, putative"
385,Tb927.1.5170,136990.0,188790.0,161430.0,162770.0,128500.0,149190.0,163300.0,138690.0,"variant surface glycoprotein (VSG)-related, putative"
386,Tb927.1.540,391460.0,437430.0,377670.0,409870.0,382190.0,378150.0,415890.0,379110.0,"DNA-directed RNA polymerase III, putative"
387,Tb927.1.610,52340.0,67228.0,51541.0,46009.0,52768.0,64823.0,41686.0,56372.0,"hypothetical protein, conserved"
388,Tb927.1.640,204370.0,210130.0,201410.0,172080.0,187840.0,211800.0,238670.0,226800.0,BRCA2
389,Tb927.1.650,4814.5,4639.0,5585.6,6112.8,5112.4,3379.8,4783.7,4497.9,"conserved protein, unknown function"
390,Tb927.1.670,501110.0,551410.0,465150.0,541480.0,490210.0,554710.0,527770.0,541780.0,"conserved protein, unknown function"
391,Tb927.1.690,294990.0,371280.0,287090.0,323430.0,372410.0,385890.0,387730.0,378550.0,"hypothetical protein, conserved"
392,Tb927.1.700,23951000.0,26239000.0,23169000.0,24335000.0,28078000.0,28602000.0,29170000.0,28816000.0,phosphoglycerate kinase
393,Tb927.1.710,158560.0,227350.0,160510.0,132180.0,232920.0,214250.0,191870.0,171000.0,phosphoglycerate kinase
394,Tb927.1.720,453320.0,506180.0,420500.0,498990.0,487280.0,521620.0,567070.0,494920.0,phosphoglycerate kinase
395,Tb927.1.740,43596.0,45808.0,35248.0,27727.0,36802.0,40793.0,41801.0,32427.0,phosphatidylinositol-4-phosphate 5-kinase related
396,Tb927.1.750,187510.0,211950.0,170360.0,195920.0,183700.0,188470.0,208330.0,187470.0,Metal-binding domain-containing protein
397,Tb927.1.860,48980.0,52580.0,52865.0,40380.0,47900.0,52768.0,61343.0,60692.0,"transmembrane protein, putative"
398,Tb927.1.870,231530.0,263610.0,248590.0,239380.0,229360.0,229530.0,259560.0,220860.0,deoxyhypusine synthase
399,Tb927.1.880,478270.0,496330.0,464120.0,504570.0,463830.0,456840.0,499300.0,446720.0,"Midasin, putative"
400,Tb927.1.90,951700.0,1036000.0,879760.0,1063500.0,1145300.0,1060600.0,1183000.0,1157200.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
401,Tb927.1.990,785180.0,912520.0,812380.0,811620.0,855750.0,902620.0,928890.0,882670.0,Enkuring domain-containig protein
402,Tb927.10.10000,1713.5,3246.8,6525.5,4623.4,8059.7,6643.3,11392.0,5593.1,"hypothetical protein, conserved"
403,Tb927.10.10010,1174500.0,1310800.0,1113200.0,1282900.0,1058000.0,1239100.0,1283500.0,1162500.0,"mRNA turnover protein 4 homolog, putative"
404,Tb927.10.10030,172690.0,133670.0,135880.0,168800.0,187410.0,174150.0,189330.0,137760.0,"hypothetical protein, conserved"
405,Tb927.10.10050,2111.9,2770.7,1688.0,2383.0,2801.0,3731.4,2801.1,2237.4,"hypothetical protein, conserved"
406,Tb927.10.10070,77721.0,74139.0,73229.0,84626.0,57534.0,63345.0,78934.0,62705.0,"hypothetical protein, conserved"
407,Tb927.10.10080,77456.0,86503.0,77393.0,80081.0,63665.0,78950.0,89220.0,72199.0,"hypothetical protein, conserved"
408,Tb927.10.10090,85284.0,92818.0,75565.0,78926.0,88980.0,90485.0,85809.0,82084.0,Component of motile flagella 14
409,Tb927.10.10120,124030.0,137010.0,130100.0,129660.0,144400.0,136860.0,150960.0,142640.0,"hypothetical protein, conserved"
410,Tb927.10.10130,229240.0,240200.0,253350.0,230210.0,219220.0,247340.0,242620.0,244090.0,RNA editing mediator complex protein 1
411,Tb927.10.10140,2625800.0,2800800.0,2338800.0,2552800.0,2725600.0,2929300.0,3024700.0,2601500.0,"paraflagellar rod component, putative"
412,Tb927.10.10160,10338.0,16918.0,11610.0,9202.3,6195.1,8609.2,12781.0,1039.8,Kinetoplast polyadenylation factor 4
413,Tb927.10.10170,30894.0,39122.0,26845.0,36751.0,37805.0,35525.0,35569.0,31011.0,"pre-mRNA splicing factor 46, putative"
414,Tb927.10.10180,133750.0,133140.0,108830.0,119990.0,136440.0,141860.0,154020.0,125360.0,"Miro-like protein, putative"
415,Tb927.10.10280,3555700.0,3685700.0,3517800.0,3672200.0,4354300.0,4617400.0,4741400.0,4507500.0,Microtubule-associated repetitive protein 2
416,Tb927.10.10320,349140.0,410120.0,407190.0,382920.0,421260.0,495030.0,550280.0,462360.0,"dynein light chain Tctex-type, putative"
417,Tb927.10.10330,158520.0,169840.0,157380.0,180480.0,189750.0,181450.0,181650.0,195070.0,Anaphase-promoting complex subunit CDC27
418,Tb927.10.10340,1038800.0,1210500.0,1093100.0,1216000.0,1131300.0,1130900.0,1191800.0,1192600.0,"structural maintenance of chromosome 2, putative"
419,Tb927.10.10350,97968.0,111080.0,115420.0,101820.0,103330.0,109730.0,112200.0,101270.0,"STE/STE11 serine/threonine-protein kinase, putative"
420,Tb927.10.10370,35154.0,36848.0,35783.0,34350.0,30835.0,33926.0,41425.0,29992.0,"hypothetical protein, conserved"
421,Tb927.10.10380,171540.0,190690.0,164540.0,168740.0,157670.0,166200.0,158820.0,162350.0,"ATP-dependent DEAD/H RNA helicase, putative"
422,Tb927.10.10390,2486800.0,2563200.0,2496100.0,2538700.0,2724900.0,2914400.0,2934400.0,2855800.0,trypanothione reductase
423,Tb927.10.1040,357650.0,379450.0,377700.0,405180.0,410780.0,432940.0,477630.0,470080.0,"serine peptidase, Clan SC, Family S10"
424,Tb927.10.10400,15998.0,23628.0,15636.0,19824.0,25490.0,12507.0,26396.0,12777.0,Mitochondrial ribosomal protein S11
425,Tb927.10.10410,5287.4,8386.6,7695.4,5164.6,6703.5,5739.8,5122.7,5277.4,"DNA replication licensing factor MCM8, putative"
426,Tb927.10.10420,638910.0,726340.0,629360.0,651220.0,602650.0,650940.0,650480.0,639150.0,"monothiol glutaredoxin, putative"
427,Tb927.10.10440,20004.0,20479.0,21886.0,22553.0,22740.0,19503.0,25476.0,23696.0,mitochondrial carrier protein
428,Tb927.10.10590,33822000.0,41901000.0,32820000.0,35124000.0,40537000.0,40668000.0,41576000.0,40219000.0,"histone H2B, putative"
429,Tb927.10.1060,8819800.0,9862800.0,8744000.0,9094200.0,9059700.0,9609100.0,9729700.0,9164600.0,"T-complex protein 1, delta subunit, putative"
430,Tb927.10.10610,518910.0,623780.0,497340.0,546660.0,626510.0,643000.0,630100.0,564570.0,"protein tyrosine phosphatase, putative"
431,Tb927.10.10620,35770.0,33061.0,30987.0,37708.0,35491.0,37186.0,34280.0,41294.0,"hypothetical protein, conserved"
432,Tb927.10.10630,43819.0,41157.0,31062.0,42632.0,40743.0,54155.0,38554.0,42322.0,"hypothetical protein, conserved"
433,Tb927.10.1070,880310.0,1006400.0,841900.0,889540.0,958370.0,962490.0,1037400.0,935210.0,cdc2-related kinase 1
434,Tb927.10.10700,9202.8,15937.0,11165.0,8980.1,12843.0,11497.0,11443.0,8246.0,splicing factor Prp31
435,Tb927.10.10720,7432.4,7169.1,8889.8,7119.4,10368.0,9069.6,8795.7,7992.6,"Tetraspanin family, putative"
436,Tb927.10.10730,208510.0,228400.0,224060.0,223180.0,212800.0,215070.0,240050.0,225120.0,RNA Interference Factor 5
437,Tb927.10.10740,25163.0,22203.0,26189.0,24519.0,28822.0,25491.0,31900.0,32269.0,"hypothetical protein, conserved"
438,Tb927.10.10780,69698.0,90579.0,76451.0,74363.0,78306.0,93309.0,100910.0,91797.0,"hypothetical protein, conserved"
439,Tb927.10.1090,11567000.0,12209000.0,11619000.0,12336000.0,10809000.0,12555000.0,13039000.0,11897000.0,"40S ribosomal protein S23, putative"
440,Tb927.10.10800,71940.0,80366.0,78385.0,88089.0,104240.0,89821.0,92423.0,71710.0,"palmitoyl acyltransferase 2, putative"
441,Tb927.10.10830,118080.0,147290.0,133920.0,158150.0,160090.0,165520.0,152260.0,150120.0,RGG-containing protein 2
442,Tb927.10.10840,190860.0,204490.0,203030.0,201150.0,198850.0,217470.0,225600.0,193730.0,Enriched in surface-labeled proteome protein 15
443,Tb927.10.10850,5537100.0,6524900.0,5604800.0,6029900.0,6151400.0,6291500.0,6654000.0,6395400.0,Protein argonaute-1
444,Tb927.10.10880,1799600.0,2092900.0,1854500.0,2049200.0,1965100.0,1988200.0,2137700.0,1950100.0,"ATP-binding cassette sub-family F member 1, putative"
445,Tb927.10.1100,7943500.0,7610900.0,7494400.0,7426400.0,6878700.0,7936100.0,7301000.0,6949100.0,"60S ribosomal protein L9, putative"
446,Tb927.10.11020,365550.0,395370.0,361440.0,362850.0,337940.0,380170.0,392230.0,348680.0,"DNA mismatch repair protein MSH2, putative"
447,Tb927.10.11030,69354.0,92017.0,76323.0,79858.0,78753.0,91473.0,87895.0,75454.0,Archaic translocase of outer membrane 11 kDa subunit
449,Tb927.10.11080,831860.0,989400.0,867160.0,931130.0,868920.0,958230.0,1024300.0,877500.0,paraflagellar rod protein
450,Tb927.10.11100,53460.0,64711.0,50227.0,61342.0,71370.0,82242.0,77140.0,81680.0,"deoxyribodipyrimidine photo-lyase, putative"
451,Tb927.10.11130,9052.2,8082.0,6568.7,8168.2,8563.5,10478.0,8923.4,10001.0,"SET domain containing protein, putative"
452,Tb927.10.11140,203510.0,211150.0,200850.0,211610.0,203660.0,221990.0,211960.0,224120.0,"hypothetical protein, conserved"
453,Tb927.10.11150,27880.0,31158.0,20268.0,25808.0,31810.0,26092.0,32350.0,27170.0,"hypothetical protein, conserved"
454,Tb927.10.11170,205740.0,212260.0,236380.0,244520.0,219900.0,218350.0,252740.0,231700.0,"hypothetical protein, conserved"
455,Tb927.10.11180,49742.0,79921.0,68302.0,58805.0,71639.0,55250.0,69472.0,72052.0,"Ubiquitin-like modifier-activating enzyme ATG7, putative"
456,Tb927.10.11210,99786.0,108650.0,104530.0,113740.0,120860.0,99216.0,116490.0,96008.0,"hypothetical protein, conserved"
457,Tb927.10.11230,39765.0,35576.0,31464.0,34020.0,33256.0,36817.0,34013.0,35919.0,"Ras-induced vulval development antagonist, putative"
458,Tb927.10.11250,1974900.0,2285600.0,2061600.0,2148100.0,2260800.0,2196600.0,2343700.0,2131400.0,Coiled-coil domain-containing protein 40 homolog
459,Tb927.10.11270,7684.6,13059.0,11076.0,6537.9,10232.0,7227.4,5750.7,5160.8,"RNA-binding protein, putative"
460,Tb927.10.11300,2676600.0,3034000.0,2941300.0,2925900.0,3521700.0,3212400.0,3250700.0,3034700.0,"paraflagellar rod component, putative"
461,Tb927.10.11310,1738700.0,1921400.0,1648300.0,1829300.0,1841900.0,2056000.0,2041600.0,1966800.0,intraflagellar transport protein 57/55
462,Tb927.10.11330,83913.0,97286.0,81366.0,91528.0,77871.0,73475.0,90504.0,75711.0,"EF-hand domain pair, putative"
463,Tb927.10.11340,226520.0,246770.0,208470.0,217230.0,169640.0,165120.0,187600.0,178570.0,"hypothetical protein, conserved"
464,Tb927.10.11360,83654.0,94480.0,92650.0,99628.0,77768.0,86926.0,88482.0,90162.0,"protein phosphatase 2A regulatory subunit, putative"
465,Tb927.10.11380,193150.0,232200.0,205980.0,208540.0,186650.0,181580.0,200030.0,180330.0,"hypothetical protein, conserved"
466,Tb927.10.11390,10081000.0,12232000.0,11048000.0,11267000.0,10691000.0,10513000.0,11044000.0,10722000.0,"60S ribosomal protein L6, putative"
467,Tb927.10.11400,57672.0,56876.0,58485.0,64619.0,54706.0,58218.0,57820.0,49558.0,"WD domain, G-beta repeat, putative"
468,Tb927.10.11450,42613.0,53885.0,49966.0,49814.0,46324.0,43502.0,52917.0,41661.0,"TFIIF-stimulated CTD phosphatase, putative"
469,Tb927.10.11510,195520.0,227810.0,199660.0,203480.0,195780.0,225700.0,241680.0,210060.0,"hypothetical protein, conserved"
470,Tb927.10.11520,25102.0,31835.0,21441.0,26109.0,18617.0,27313.0,21885.0,20989.0,mitochondrial import inner membrane translocase subunit tim13
471,Tb927.10.11530,77107.0,80715.0,68142.0,68731.0,80145.0,72955.0,82177.0,78790.0,"hypothetical protein, conserved"
472,Tb927.9.6070,7929800.0,8468300.0,8062600.0,8076100.0,8195100.0,8147800.0,8876000.0,8875700.0,"40S ribosomal protein S3, putative"
473,Tb927.10.11550,8109.1,7692.2,5752.4,6326.0,7689.6,4630.0,7264.9,4301.0,"hypothetical protein, conserved"
474,Tb927.10.11570,57673.0,68980.0,55697.0,58153.0,56354.0,61963.0,64494.0,63000.0,"hypothetical protein, conserved"
475,Tb927.10.11580,137800.0,150350.0,120800.0,131100.0,111690.0,124240.0,123250.0,119050.0,predicted WD40 repeat protein
476,Tb927.10.11590,1001000.0,1143900.0,983610.0,1034700.0,1030600.0,1060700.0,1118500.0,1098300.0,"nicotinate phosphoribosyltransferase, putative"
477,Tb927.10.11600,32759.0,49697.0,38994.0,39585.0,54815.0,44395.0,50247.0,44868.0,"hypothetical protein, conserved"
478,Tb927.10.11610,308610.0,347460.0,307070.0,327980.0,370360.0,330870.0,380510.0,385180.0,SKP1-like protein
479,Tb927.10.11660,192850.0,199230.0,209710.0,252680.0,185170.0,189890.0,199910.0,220330.0,"hypothetical protein, conserved"
480,Tb927.10.11680,66576.0,81922.0,68232.0,63891.0,77720.0,81716.0,76161.0,76718.0,Voltage-gated Chloride channel Like 2
481,Tb927.10.11690,33021.0,51193.0,45317.0,39834.0,36300.0,38804.0,36078.0,39663.0,"YEATS family, putative"
482,Tb927.10.1170,11654000.0,13068000.0,11497000.0,12038000.0,12642000.0,12649000.0,13340000.0,12606000.0,intraflagellar transport protein 172
483,Tb927.10.11700,1120300.0,1167800.0,1165400.0,1170700.0,1058400.0,1101400.0,1109300.0,1087500.0,"guanylate kinase, putative"
484,Tb927.10.11720,345120.0,409810.0,329970.0,357100.0,378320.0,417870.0,386510.0,341120.0,"CW-type Zinc Finger, putative"
485,Tb927.10.11730,3507.5,3549.0,3865.6,4362.2,3296.9,3736.6,3098.8,3621.6,"zinc finger protein family member, putative"
486,Tb927.10.11760,776480.0,841700.0,759610.0,774930.0,741000.0,723850.0,783510.0,740260.0,pumilio/PUF RNA binding protein 6
487,Tb927.10.11780,324210.0,372630.0,328180.0,349090.0,352790.0,369770.0,399740.0,371700.0,"hypothetical protein, conserved"
488,Tb927.10.11800,304310.0,384670.0,349320.0,356260.0,348410.0,385400.0,373050.0,355710.0,"Axonemal inner arm dynein light chain, putative"
490,Tb927.10.11840,101650.0,95318.0,86529.0,100080.0,77897.0,94632.0,88352.0,92713.0,"WD domain, G-beta repeat, putative"
491,Tb927.10.11850,38174.0,41123.0,35188.0,40615.0,35909.0,38590.0,39965.0,33957.0,"WD domain, G-beta repeat, putative"
492,Tb927.10.11870,390310.0,424240.0,426000.0,399600.0,424840.0,459970.0,473840.0,418420.0,Guide RNA binding complex protein 5
493,Tb927.10.11890,46865.0,51378.0,44312.0,52399.0,44912.0,46791.0,60994.0,53855.0,"hypothetical protein, conserved"
494,Tb927.10.11900,64805.0,69666.0,62854.0,74378.0,72651.0,71744.0,74906.0,71513.0,MICOS complex subunit MIC20
495,Tb927.10.11930,2082000.0,2402500.0,2094900.0,2199000.0,2330100.0,2328600.0,2542500.0,2465600.0,beta-D-hydroxybutyrate dehydrogenase
496,Tb927.10.11990,192000.0,193730.0,197220.0,189270.0,185800.0,172760.0,197960.0,174970.0,"60S ribosome subunit biogenesis protein NIP7, putative"
497,Tb927.10.12000,37591.0,49210.0,43801.0,36831.0,37967.0,48441.0,56589.0,45938.0,"iron-sulfur cluster assembly protein, putative"
498,Tb927.10.12010,534980.0,639910.0,538150.0,558410.0,618620.0,571390.0,657200.0,563600.0,"hypothetical protein, conserved"
499,Tb927.10.12030,441680.0,527120.0,512570.0,482510.0,459590.0,470840.0,546070.0,525720.0,"hypothetical protein, conserved"
500,Tb927.10.12050,46429.0,68878.0,47369.0,53475.0,70010.0,56371.0,69893.0,59602.0,"LSU ribosomal protein, mitochondrial, putative"
501,Tb927.10.12090,694420.0,652790.0,659420.0,748830.0,634070.0,687440.0,800220.0,692050.0,"RNA-binding protein, putative"
502,Tb927.10.1210,1727000.0,1869600.0,1652100.0,1783700.0,1848100.0,1842600.0,1949000.0,1775300.0,"katanin, putative"
503,Tb927.10.12120,61966.0,65530.0,61933.0,70423.0,65800.0,67000.0,77699.0,78935.0,"hypothetical protein, conserved"
504,Tb927.10.12130,256870.0,333260.0,255750.0,290150.0,311030.0,278880.0,312220.0,282140.0,"Ubiquitin family, putative"
505,Tb927.10.12180,454780.0,476190.0,441490.0,470520.0,489060.0,462770.0,559000.0,440470.0,"hypothetical protein, conserved"
506,Tb927.10.12190,36538.0,62476.0,42469.0,39477.0,50186.0,47570.0,34079.0,53445.0,"RAB-interacting protein, putative"
507,Tb927.10.12200,5359.9,2558.9,5451.3,4446.5,6158.0,6725.0,5054.7,4040.3,"hypothetical protein, conserved"
508,Tb927.10.12220,16632.0,22275.0,15569.0,19632.0,16325.0,17362.0,17542.0,19999.0,"hypothetical protein, conserved"
509,Tb927.10.12240,135260.0,159640.0,145660.0,148850.0,183630.0,176800.0,180010.0,183850.0,"3-ketoacyl-CoA reductase, putative"
510,Tb927.10.12260,377560.0,417660.0,354740.0,412510.0,378350.0,390430.0,386920.0,399390.0,"cytosolic nonspecific dipeptidase, putative"
511,Tb927.10.12290,785580.0,851100.0,817080.0,849130.0,800100.0,761460.0,770370.0,750100.0,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
512,Tb927.10.1230,1651800.0,1620000.0,1553100.0,1808600.0,1735600.0,1773500.0,1790700.0,1659700.0,Enriched in surface-labeled proteome protein 23
513,Tb927.10.12300,3088.0,2401.0,3149.6,3475.2,5438.2,2695.6,3441.2,3309.3,Cardiolipin-dependent protein 15kDa
514,Tb927.10.12330,463470.0,409580.0,473500.0,422570.0,329060.0,388030.0,397550.0,386420.0,"zinc finger protein family member, putative"
515,Tb927.10.12360,1204100.0,1398400.0,1249800.0,1349300.0,1513000.0,1487400.0,1628400.0,1674000.0,"hypothetical protein, conserved"
516,Tb927.10.12390,329790.0,377130.0,314480.0,363480.0,343290.0,390880.0,363370.0,333120.0,"hypothetical protein, conserved"
517,Tb927.10.12410,1605100.0,1776000.0,1566400.0,1497000.0,1806000.0,1845300.0,1901900.0,1818700.0,"hypothetical protein, conserved"
518,Tb927.10.12430,308510.0,339860.0,317440.0,313940.0,306220.0,314750.0,322230.0,314610.0,"Noc2p family, putative"
519,Tb927.10.12470,270400.0,327640.0,287750.0,292990.0,295680.0,299130.0,307720.0,284360.0,"hypothetical protein, conserved"
520,Tb927.10.12480,88520.0,105370.0,92603.0,85692.0,99039.0,98802.0,107450.0,94361.0,"UAA transporter family, putative"
521,Tb927.10.12490,390180.0,424700.0,431450.0,442790.0,452470.0,406320.0,454340.0,425120.0,"kinesin, putative"
522,Tb927.10.1250,567900.0,610080.0,535640.0,536470.0,633930.0,596350.0,645620.0,606160.0,"Aminoacyl-tRNA editing domain containing protein, putative"
523,Tb927.10.12500,111040.0,128290.0,101180.0,101540.0,115950.0,136200.0,133660.0,127420.0,"P-type H+-ATPase, putative"
524,Tb927.10.12510,4048800.0,4712900.0,3949900.0,4301300.0,4370900.0,4739200.0,4733600.0,4500600.0,"P-type H+-ATPase, putative"
525,Tb927.10.12520,2122.1,1319.1,3064.2,2560.0,1994.1,1328.7,1715.2,2382.8,"hypothetical protein, conserved"
526,Tb927.10.12540,71409.0,73145.0,65193.0,91355.0,70856.0,88129.0,79337.0,70676.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
527,Tb927.10.12590,3366800.0,3582200.0,3028900.0,3099800.0,3313700.0,3418700.0,3558100.0,3347100.0,"hypothetical protein, conserved"
528,Tb927.10.1260,88870.0,89831.0,59043.0,87053.0,69346.0,73318.0,91680.0,75400.0,"aspartyl-tRNA synthetase, putative"
529,Tb927.10.12630,282650.0,288740.0,276210.0,314700.0,299300.0,300660.0,339040.0,305320.0,"hypothetical protein, conserved"
530,Tb927.10.12640,95711.0,106480.0,96333.0,93891.0,87705.0,94660.0,103630.0,97761.0,"chaperone protein DnaJ, putative"
531,Tb927.10.12660,917550.0,1046200.0,895260.0,997680.0,979960.0,982920.0,1009000.0,962140.0,pumilio/PUF RNA binding protein 2
532,Tb927.10.12670,2243700.0,2751700.0,2171400.0,2067000.0,2348400.0,2082900.0,2210700.0,1832100.0,"hypothetical protein, conserved"
533,Tb927.11.9730,792500.0,780740.0,744510.0,777420.0,772240.0,740190.0,687600.0,729740.0,"60S ribosomal protein L34, putative"
534,Tb927.10.12690,20185.0,23934.0,22192.0,25652.0,25054.0,31055.0,26397.0,22477.0,"hypothetical protein, conserved"
535,Tb927.10.12700,1977900.0,2071800.0,1907100.0,2010300.0,2306300.0,2423100.0,2495300.0,2272500.0,"pyruvate dehydrogenase E1 alpha subunit, putative"
536,Tb927.10.12710,14663000.0,17743000.0,14162000.0,16813000.0,15725000.0,16190000.0,17585000.0,16053000.0,"heat shock protein 110, putative"
537,Tb927.10.12720,289330.0,343080.0,309150.0,337950.0,312690.0,339320.0,353820.0,329010.0,Bait On Hook 1
538,Tb927.10.12810,112140.0,124340.0,122180.0,97415.0,97748.0,104710.0,101300.0,106500.0,"cholinephosphate cytidylyltransferase A, putative"
539,Tb927.10.12820,5336400.0,5679500.0,4973300.0,5073200.0,5649100.0,5926400.0,6026100.0,5778500.0,"hypothetical protein, conserved"
540,Tb927.10.12840,4827000.0,5644300.0,4606900.0,4876500.0,6275300.0,6615800.0,6745600.0,6579700.0,mitochondrial carrier protein
541,Tb927.10.12850,45091.0,42481.0,34293.0,38330.0,43236.0,48121.0,40633.0,37934.0,ttaggg binding factor
542,Tb927.10.12860,336640.0,387720.0,347890.0,358660.0,356880.0,349440.0,374040.0,353080.0,"pre-RNA processing PIH1/Nop17, putative"
543,Tb927.10.12870,204590.0,217770.0,197630.0,222540.0,238860.0,246300.0,252860.0,227490.0,Basal body protein
544,Tb927.10.12890,3664300.0,4025200.0,3640600.0,3722800.0,3685500.0,3803700.0,3972600.0,3796500.0,"bifunctional aminoacyl-tRNA synthetase, putative"
545,Tb927.10.12920,38331.0,41842.0,34321.0,39533.0,34851.0,40303.0,36713.0,33537.0,Flagellum attachment zone protein 18
546,Tb927.10.12940,1362500.0,1455000.0,1277000.0,1480500.0,1438700.0,1588500.0,1546500.0,1525500.0,predicted zinc finger protein
547,Tb927.10.12950,66124.0,76536.0,58155.0,67549.0,74020.0,64553.0,61425.0,69496.0,Basal body protein
548,Tb927.10.12960,4239500.0,5101900.0,4176300.0,4343900.0,5045300.0,5749800.0,5445300.0,5431200.0,Ras-related protein Rab5A
549,Tb927.10.12980,153160.0,167150.0,145390.0,170060.0,158530.0,169920.0,182510.0,168840.0,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative"
550,Tb927.10.12990,9011.3,7964.2,8295.4,7181.6,14824.0,9883.0,11217.0,10206.0,predicted ankyrin repeat family protein
551,Tb927.10.13020,456170.0,470160.0,410530.0,435490.0,425190.0,457620.0,495160.0,422830.0,"Vacuolar protein sorting-associated protein 16 homolog, putative"
552,Tb927.10.13030,195190.0,222710.0,189090.0,209800.0,201570.0,208670.0,235300.0,200810.0,"cysteine peptidase, Clan CA, family C2, putative"
553,Tb927.10.13090,93916.0,101380.0,93961.0,92385.0,88049.0,91281.0,100850.0,86948.0,"PhoD-like phosphatase, putative"
554,Tb927.10.1310,79308.0,85625.0,70397.0,89186.0,73610.0,83375.0,70949.0,79952.0,"Domain of unknown function (DUF4042), putative"
555,Tb927.10.13100,101720.0,132100.0,103410.0,122790.0,107180.0,108010.0,110780.0,112090.0,Cytokinesis initiation factor 3
556,Tb927.10.13110,363700.0,366370.0,441590.0,340560.0,357820.0,380460.0,371650.0,368290.0,Outer arm dynein light chain 7
557,Tb927.10.13120,63536.0,72159.0,70403.0,75737.0,61293.0,64872.0,76562.0,66176.0,mitochondrial carrier protein
558,Tb927.10.13130,242860.0,284560.0,238720.0,250030.0,256450.0,272130.0,286050.0,289440.0,UTP-glucose-1-phosphate uridylyltransferase
559,Tb927.10.13180,788650.0,888870.0,796720.0,814110.0,802260.0,833940.0,866330.0,801990.0,"Nrap protein, putative"
560,Tb927.10.1320,289700.0,358110.0,277860.0,297780.0,319470.0,318740.0,364300.0,330560.0,"hypothetical protein, conserved"
561,Tb927.10.13220,26933.0,25999.0,26764.0,26975.0,23715.0,22973.0,31055.0,23513.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
562,Tb927.10.13230,32021.0,33853.0,32519.0,34792.0,35461.0,37771.0,36557.0,30662.0,"hypothetical protein, conserved"
563,Tb927.10.13250,320330.0,359700.0,355560.0,372240.0,463420.0,412620.0,470690.0,403880.0,"hypothetical protein, conserved"
564,Tb927.10.13280,3526700.0,3834600.0,3568400.0,3791500.0,3571900.0,3813900.0,3970500.0,3688200.0,"hypothetical protein, conserved"
565,Tb927.10.13290,280120.0,317960.0,286280.0,285690.0,311820.0,349710.0,353210.0,329400.0,ethanolamine phosphotransferase (EPT)
566,Tb927.10.13310,149010.0,143300.0,149440.0,152480.0,139880.0,148450.0,148680.0,133660.0,"DNA-directed RNA polymerase I subunit RPB5z, putative"
